Etext Number,Type,Issued,Title,Language,LoCC,Authors,Opium Keywords,Genres,Themes
27475,Text,2008-12-09,That Girl Montana,en,PS,"Ryan, Marah Ellis",['heroin'],"['Travel & Geography', 'Literature', 'Culture/Civilization/Society', 'Fiction']","['Western stories', 'Montana']"
27476,Text,2008-12-10,The Sign of the Spider,en,PR,"Mitford, Bertram",['laudanum'],"['Travel & Geography', 'Fiction', 'Culture/Civilization/Society', 'History']","['Johannesburg (South Africa)', 'Adventure stories', '1836-1909']"
27485,Text,2008-12-10,"The Critics Versus Shakspere
A Brief for the Defendant",en,PR,"Smith, Francis Asbury",['heroin'],"['Literature', 'History']","['Shakespeare, William, 1564-1616', 'Authorship', 'Criticism and interpretation', '19th century']"
27494,Text,2008-12-11,The Patriotic Poems of Walt Whitman,en,PS,"Whitman, Walt",['black smoke'],"['Literature', 'Poetry']",[]
27504,Text,2008-12-12,Lorimer of the Northwest,en,PR,"Bindloss, Harold",['black smoke'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Northwest, Canadian']"
27505,Text,2008-12-12,Winning the Wilderness,en,PS,"McCarter, Margaret Hill","['black smoke', 'poppy']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Kansas', 'Frontier and pioneer life']"
27507,Text,2008-12-12,The Giant's Robe,en,PR,"Anstey, F.",['heroin'],"['Fiction', 'Literature']",[]
27508,Text,2008-12-12,The King's Warrant: A Story of Old and New France,en,PR,"Engelbach, Alfred H.",['heroin'],"['Fiction', 'Literature', 'History']",['To 1763 (New France)']
27511,Text,2008-12-12,The Free Range,en,PS,"Sullivan, Francis William",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Western stories', 'Ranchers']"
27521,Text,2008-12-13,The Watchers of the Plains: A Tale of the Western Prairies,en,PR,"Cullum, Ridgwell",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Western stories']
27522,Text,2008-12-13,Virginia of Elk Creek Valley,en,PS,"Chase, Mary Ellen",['heroin'],"['Travel & Geography', 'Fiction', 'Culture/Civilization/Society']","['Vacations', 'Ranch life', 'Wyoming']"
27534,Text,2008-12-14,Cobwebs from a Library Corner,en,PS,"Bangs, John Kendrick",['narcotic'],"['Literature', 'Poetry']",[]
27549,Text,2008-12-17,The Seven Secrets,en,PR,"Le Queux, William",['narcotic'],"['Fiction', 'Literature', 'Crime/Mystery']",['Detective and mystery stories']
27554,Text,2008-12-17,The Twelfth Hour,en,PR,"Leverson, Ada",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Social life and customs', 'London (England)', 'England']"
27569,Text,2008-12-19,Gilbert Keith Chesterton,en,PR,"Braybrooke, Patrick",['narcotic'],"['Literature', 'Biographies']","['Chesterton, G. K. (Gilbert Keith), 1874-1936']"
27577,Text,2008-12-20,"The Works of Lord Byron, Vol. 7. Poetry",en,PR,"Byron, George Gordon Byron, Baron","['opium', 'heroin']","['Literature', 'Poetry']",[]
27587,Text,2008-12-22,A Victor of Salamis,en,PS,"Davis, William Stearns",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['Leonidas, King of Sparta, -480 B.C.', 'Xerxes I, King of Persia, 519 B.C.-465 B.C. or 464 B.C.', 'Salamis, Battle of, Greece, 480 B.C.', 'Themistocles, approximately 524 B.C.-approximately 459 B.C.']"
27591,Text,2008-12-22,The Birthright,en,PR,"Hocking, Joseph",['narcotic'],"['Fiction', 'Literature']",['Inheritance and succession']
27613,Text,2008-12-25,Reels and Spindles: A Story of Mill Life,en,PZ; PS,"Raymond, Evelyn",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Mills and mill-work', 'Conduct of life', 'Girls']"
27620,Text,2008-12-25,"Mrs. Hungerford
Notable Women Authors of the Day",en,PR,"Black, Helen C.",['heroin'],"['Literature', 'Culture/Civilization/Society', 'Biographies']","['Biography', 'Great Britain', 'Women and literature', 'Authors, English', 'Women authors, English', '19th century']"
27621,Text,2008-12-25,How I write my novels,en,PR,Duchess,['heroin'],"['Literature', 'Journalism/Media/Writing']",['Authorship']
27622,Text,2008-12-25,The story of my first novel; How a novel is written,en,PR,Duchess,['heroin'],"['Literature', 'How To...']",['Authorship']
27629,Text,2008-12-26,"Captain Desmond, V.C.",en,PR,"Diver, Maud","['heroin', 'anodyne']","['Fiction', 'History']","['British', 'British occupation, 1765-1947']"
27660,Text,2008-12-30,A Book Without a Title,en,PS,"Nathan, George Jean",['nepenthe'],"['Literature', 'Culture/Civilization/Society']",['American literature']
27663,Text,2008-12-30,Original sonnets on various subjects; and odes paraphrased from Horace,en,PR,"Seward, Anna",['poppy'],"['Literature', 'Poetry']","['Horace', 'Laudatory poetry, Latin', 'Sonnets, English', 'Adaptations']"
27677,Text,2008-12-31,"Daisy Dare, and Baby Power
Poems",en,PS,"Jeffrey, Rosa Vertner",['black smoke'],"['Literature', 'Poetry']",[]
27705,Text,2009-01-05,The Golden Face: A Great 'Crook' Romance,en,PR,"Le Queux, William",['opium'],"['Fiction', 'Literature', 'Crime/Mystery']",['Detective and mystery stories']
27712,Text,2009-01-05,Sir Harry Hotspur of Humblethwaite,en,PR,"Trollope, Anthony",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Domestic fiction', 'Inheritance and succession', 'Cumberland (England)', 'Fathers and daughters']"
27730,Text,2009-01-07,The Doomsman,en,PS,"Sutphen, Van Tassel",['soporific'],"['Fiction', 'Science Fiction', 'Literature', 'Science-Fiction & Fantasy']",[]
27739,Text,2009-01-07,Poetical Works of Matthew Arnold,en,PR,"Arnold, Matthew","['opium', 'poppy', 'anodyne']","['Literature', 'Poetry']","['English poetry', '19th century']"
27744,Text,2009-01-08,Remarks on Clarissa (1749),en,PR,"Fielding, Sarah",['heroin'],"['Literature', 'History']","['Richardson, Samuel, 1689-1761. Clarissa', 'Rape victims in literature', 'History and criticism', 'Epistolary fiction, English']"
27756,Text,2009-01-09,Revenge,en,PS,"Porges, Arthur","['opium', 'narcotic', 'poppy', 'heroin']","['Science Fiction', 'Literature', 'Science-Fiction & Fantasy']",[]
27770,Text,2009-01-11,The Battaile of Agincourt,en,PR,"Drayton, Michael",['heroin'],"['Literature', 'History', 'Poetry']","['Agincourt, Battle of, Agincourt, France, 1415']"
27779,Text,2009-01-12,Solomon Crow's Christmas Pockets and Other Tales,en,PS,"Stuart, Ruth McEnery",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Louisiana', 'Social life and customs', 'New Orleans (La.)', 'Christmas stories']"
27784,Text,2009-01-12,"Tales of the Malayan Coast
From Penang to the Philippines",en,PS,"Wildman, Rounsevelle",['opium'],"['Fiction', 'Literature', 'Travel & Geography']","['Malaya', 'Philippines']"
27786,Text,2009-01-12,The Rough Road,en,PR,"Locke, William John",['anodyne'],"['Fiction', 'Literature', 'History']","['World War, 1914-1918']"
27795,Text,2009-01-13,Apologia Diffidentis,en,PR,"Dalton, O. M. (Ormonde Maddock)",['anodyne'],"['Literature', 'Psychiatry/Psychology']",['Bashfulness']
27797,Text,2009-01-21,Vital Ingredient,en,PS,"Vance, Gerald",['poppy'],"['Fiction', 'Science Fiction', 'Literature', 'Science-Fiction & Fantasy']",[]
27811,Text,2009-01-14,Macaria,en,PS,"Evans, Augusta J. (Augusta Jane)","['morphine', 'poppy']","['Fiction', 'Culture/Civilization/Society', 'History']","['War stories', 'Women', 'Love stories', 'Civil War, 1861-1865', 'Women and war', 'Confederate States of America']"
27813,Text,2009-01-15,Merry-Garden and Other Stories,en,PR,"Quiller-Couch, Arthur",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Cornwall (England : County)']
27817,Text,2009-01-16,Gycia: A Tragedy in Five Acts,en,PR,"Morris, Lewis",['heroin'],"['Fiction', 'Literature']","['Drama', 'Tragedies']"
27824,Text,2009-01-17,Juggernaut,en,PS,"Campbell, Alice",['narcotic'],"['Fiction', 'Literature', 'Crime/Mystery']","['20th century', 'Detective and mystery stories', 'American fiction']"
27838,Text,2009-01-19,A Bachelor's Dream,en,PR,Duchess,['soporific'],"['Fiction', 'Literature']",[]
27856,Text,2009-01-21,Bandit Love,en,PR,"Savage, Juanita","['soporific', 'heroin']","['Fiction', 'Literature']",['Romance fiction']
27865,Text,2009-01-21,George Borrow in East Anglia,en,PR,"Dutt, William A. (William Alfred)",['heroin'],"['Literature', 'Culture/Civilization/Society', 'Biographies']","['Borrow, George, 1803-1881']"
27880,Text,2009-01-24,"Evening Dress
Farce",en,PS,"Howells, William Dean",['soporific'],"['Fiction', 'Literature', 'History']","['American drama', '19th century']"
27888,Text,2009-01-25,Making People Happy,en,PS,"Buchanan, Thompson",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Societies and clubs', 'Women', 'Rich people', 'Married women', 'New York (N.Y.)']"
27897,Text,2009-01-26,The Kopje Garrison: A Story of the Boer War,en,PR,"Fenn, George Manville",['black smoke'],"['Fiction', 'Boer War', 'Literature', 'History']","['South African War, 1899-1902']"
27910,Text,2009-01-27,Under the Ensign of the Rising Sun: A Story of the Russo-Japanese War,en,PR; PZ,"Collingwood, Harry",['black smoke'],"['Fiction', 'History', 'Children & Young Adult Reading']","['Juvenile fiction', 'Russo-Japanese War, 1904-1905']"
27912,Text,2009-01-27,Gloucester Moors and Other Poems,en,PS,"Moody, William Vaughn",['poppy'],"['Literature', 'Poetry']",['American poetry']
27913,Text,2009-01-27,The Quadroon: Adventures in the Far West,en,PR; PZ,"Reid, Mayne","['black smoke', 'opium', 'narcotic', 'heroin']","['Travel & Geography', 'Literature', 'Culture/Civilization/Society', 'Fiction']","['Western stories', 'Louisiana', 'Mississippi River']"
27929,Text,2009-01-29,The Lady of Loyalty House: A Novel,en,PR,"McCarthy, Justin H. (Justin Huntly)","['poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['Great Britain', 'Love stories', 'Adventure stories', 'Civil War, 1642-1649']"
27934,Text,2009-01-30,"It, and Other Stories",en,PS,"Morris, Gouverneur","['poppy', 'heroin']","['Fiction', 'Literature']",[]
27950,Text,2009-01-31,The Rhodesian,en,PR,"Page, Gertrude",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Zimbabwe']
27966,Text,2009-02-02,The Dop Doctor,en,PR,"Dehan, Richard","['opium', 'poppy', 'heroin']","['Fiction', 'Literature', 'History']","['Physicians', 'South African War, 1899-1902']"
27980,Text,2009-02-03,Wood Rangers: The Trappers of Sonora,en,PR; PZ,"Reid, Mayne",['black smoke'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Adventure and adventurers', 'Inheritance and succession', 'Sonora (Mexico : State)', 'Trappers', 'Gold mines and mining']"
27981,Text,2009-02-03,The Plant Hunters: Adventures Among the Himalaya Mountains,en,PR; PZ,"Reid, Mayne","['opium', 'narcotic', 'poppy']","['Travel & Geography', 'Fiction', 'Culture/Civilization/Society']","['Plant collectors', 'Brothers', 'Himalaya Mountains', 'Adventure and adventurers']"
27997,Text,2009-02-04,"Robert Orange
Being a Continuation of the History of Robert Orange",en,PR,"Hobbes, John Oliver","['heroin', 'anodyne']","['Fiction', 'Literature', 'Religion/Spirituality/Paranormal']",['Religious fiction']
27998,Text,2009-02-04,The New Tenant,en,PR,"Oppenheim, E. Phillips (Edward Phillips)","['opium', 'narcotic']","['Literature', 'Crime/Mystery']",['Detective and mystery stories']
28017,Text,2009-02-07,Otherwise Phyllis,en,PS,"Nicholson, Meredith",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Indiana']
28022,Text,2009-02-08,El Diablo,en,PS,"Norton, Brayton","['opium', 'heroin']","['Travel & Geography', 'Fiction', 'Culture/Civilization/Society']","['California, Southern', 'Adventure stories', 'Fishers', 'Islands']"
28027,Text,2009-02-08,Dwellers in Arcady: The Story of an Abandoned Farm,en,PS,"Paine, Albert Bigelow",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Abandoned farms', 'Farm life']"
28032,Text,2009-02-09,Sprays of Shamrock,en,PS,"Scollard, Clinton",['poppy'],"['Literature', 'Culture/Civilization/Society', 'Poetry']",['Ireland']
28033,Text,2009-02-09,The Wild Huntress: Love in the Wilderness,en,PR,"Reid, Mayne",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Ute Indians', 'Latter Day Saint pioneers']"
28041,Text,2009-02-09,Selections from the Poems and Plays of Robert Browning,en,PR,"Browning, Robert","['narcotic', 'heroin']","['Literature', 'Poetry']","['English poetry', 'Collections', 'Drama']"
28046,Text,2009-02-10,"Critical and Historical Essays, Volume III (of 3)",en,PR,"Macaulay, Thomas Babington Macaulay, Baron","['opium', 'narcotic', 'heroin']","['Literature', 'History']","['English literature', 'Great Britain', 'History and criticism']"
28074,Text,2009-02-14,The Buccaneer: A Tale,en,PR,"Hall, S. C., Mrs.","['heroin', 'anodyne']","['Fiction', 'Literature']",['Buccaneers']
28080,Text,2009-02-14,"Œuvres complètes de lord Byron, Tome 02
comprenant ses mémoires publiés par Thomas Moore",fr,PR,"Byron, George Gordon Byron, Baron",['laudanum'],"['Language & Communication', 'FR Littérature', 'Literature']","['English literature', 'Translations into French']"
28084,Text,2009-02-14,"Malcolm Sage, Detective",en,PR,"Jenkins, Herbert George",['heroin'],"['Fiction', 'Literature', 'Crime/Mystery']",['Detective and mystery stories']
28088,Text,2009-02-15,"The Beth Book
Being a Study of the Life of Elizabeth Caldwell Maclure, a Woman of Genius",en,PR,"Grand, Sarah","['opium', 'nepenthe', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Women', 'Social conditions', 'England', 'Social life and customs', '19th century']"
28089,Text,2009-02-15,Tatterdemalion,en,PR,"Galsworthy, John",['heroin'],"['Fiction', 'Literature', 'History']","['World War, 1914-1918']"
28091,Text,2009-02-15,The Double Four,en,PR,"Oppenheim, E. Phillips (Edward Phillips)",['opium'],"['Fiction', 'Literature']",['Secret societies']
28101,Text,2009-02-17,The Van Dwellers: A Strenuous Quest for a Home,en,PS,"Paine, Albert Bigelow",['heroin'],"['Culture/Civilization/Society', 'History']","['Anecdotes', 'Housing', 'New York', 'City and town life', 'Apartment houses', 'New York (State)']"
28112,Text,2009-02-18,"Alonzo and Melissa; Or, The Unfeeling Father: An American Tale",en,PS,"Jackson, Daniel ; Mitchell, I. (Isaac)",['heroin'],"['Fiction', 'Literature', 'History']","['Love stories', 'Revolution, 1775-1783']"
28123,Text,2009-02-19,The Scarlet Feather,en,PS,"Townley, Houghton",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Forgery', 'Families', 'New York (N.Y.)']"
28149,Text,2009-02-21,Her Ladyship's Elephant,en,PS,"Wells, David Dwight",['heroin'],"['Fiction', 'Humour', 'Literature', 'Culture/Civilization/Society']","['Humorous stories', 'Manners and customs']"
28156,Text,2009-02-23,Minor Detail,en,PS,"Sharkey, Jack",['poppy'],"['Fiction', 'Science Fiction', 'Literature', 'Science-Fiction & Fantasy']",[]
28161,Text,2009-02-23,The Master Mummer,en,PR,"Oppenheim, E. Phillips (Edward Phillips)",['heroin'],"['Fiction', 'Literature', 'Crime/Mystery']",['Detective and mystery stories']
28162,Text,2009-02-23,The Invader: A Novel,en,PR,"Woods, Margaret L. (Margaret Louisa)",['laudanum'],"['Fiction', 'Literature', 'Psychiatry/Psychology']",['Multiple personality']
28164,Text,2009-02-23,The Big Bow Mystery,en,PR,"Zangwill, Israel","['soporific', 'heroin']","['Fiction', 'Literature', 'Crime/Mystery']",['Detective and mystery stories']
28180,Text,2009-02-24,"Hanover; Or The Persecution of the Lowly
A Story of the Wilmington Massacre.",en,PS,"Thorne, Jack",['heroin'],"['Fiction', 'Culture/Civilization/Society', 'History']","['African Americans', 'Wilmington', 'North Carolina', 'Wilmington (N.C.)']"
28203,Text,2009-02-27,Moods,en,PS,"Alcott, Louisa May",['heroin'],"['Fiction', 'Literature', 'Children & Young Adult Reading']",['Young women']
28229,Text,2009-03-01,"Anderson Crow, Detective",en,PS,"McCutcheon, George Barr",['poppy'],"['Fiction', 'Literature', 'Crime/Mystery']",['Detective and mystery stories']
28234,Text,2009-03-01,'Lizbeth of the Dale,en,PS,"MacGregor, Mary Esther Miller",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Social life and customs']
28244,Text,2009-03-04,The Gay Rebellion,en,PS,"Chambers, Robert W. (Robert William)",['heroin'],"['Literature', 'Science-Fiction & Fantasy']",[]
28267,Text,2009-03-07,Venus in Boston: A Romance of City Life,en,PS,"Thompson, George",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Boston (Mass.)', 'City and town life']"
28270,Text,2009-03-07,"Hypolympia; Or, The Gods in the Island, an Ironic Fantasy",en,PR,"Gosse, Edmund",['black smoke'],"['Fiction', 'Literature']","['Drama', 'Gods, Greek']"
28287,Text,2009-03-09,The Lady of the Lake,en,PR,"Scott, Walter",['heroin'],"['Literature', 'Performing Arts/Film', 'Opera', 'Poetry']",['Lady of the Lake (Legendary character)']
28289,Text,2009-03-09,"The Essays of ""George Eliot""
Complete",en,PR,"Eliot, George","['opium', 'poppy', 'heroin']","['Literature', 'History']",['History and criticism']
28326,Text,2009-03-15,"Aladdin of London; Or, Lodestar",en,PR,"Pemberton, Max",['heroin'],"['Fiction', 'Literature', 'Travel & Geography']",['London (England)']
28334,Text,2009-03-15,The New Hudson Shakespeare: Julius Cæsar,en,PR,"Shakespeare, William",['heroin'],"['Fiction', 'Literature', 'History']","['Civil War, 43-31 B.C.', 'Assassination', 'Conspiracies', 'Assassins', 'Rome', 'Brutus, Marcus Junius, 85 B.C.?-42 B.C.', 'Tragedies', 'Drama', 'Caesar, Julius']"
28345,Text,2009-03-16,Somehow Good,en,PR,"De Morgan, William","['heroin', 'anodyne', 'opium', 'narcotic', 'poppy']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Amnesiacs', 'Mothers and daughters', 'England']"
28366,Text,2009-03-20,Nancy Stair: A Novel,en,PS,"Lane, Elinor Macartney",['laudanum'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Scotland', 'Young women']"
