,Etext Number,Title,Authors,LoCC,Bookshelves,Subjects,rights,Published Year,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found,Number of books by author
8688,35523,Only one love,"Garvice, Charles",PR,Browsing: Literature; Browsing: Fiction,Dime novels ; English fiction ; PR,Public domain in the USA.,1900,Charles Garvice,male,British,1850.0,1920.0,Wikipedia,True,5
8689,35527,The Haute Noblesse: A Novel,"Fenn, George Manville",PR,Browsing: Literature; Browsing: Fiction,Fiction ; PR,Public domain in the USA.,1889,George Manville Fenn,male,English,1831.0,1909.0,Wikipedia,True,33
8690,35528,"The Secret of the Sands; Or, The ""Water Lily"" and her Crew","Collingwood, Harry",PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Fiction ; Sea stories ; PR,Public domain in the USA.,1884,Harry Collingwood,male,British,1851.0,1922.0,"Wikipedia, OpenLibrary, Wikidata",True,1
8691,35529,The Charm of Ireland,"Stevenson, Burton Egbert",DA,Browsing: History - General; Browsing: Travel & Geography,Ireland -- Description and travel ; DA,Public domain in the USA.,1789,Burton Egbert Stevenson,male,American,1872.0,1962.0,Wikipedia,True,11
8692,35536,The Poems and Verses of Charles Dickens,"Dickens, Charles",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry,English poetry -- 19th century ; England -- Social life and customs -- 19th century -- Poetry ; PR,Public domain in the USA.,1789,Charles Dickens,male,English,1812.0,1870.0,Wikipedia,True,11
8693,35538,"The Squatter and the Don
A Novel Descriptive of Contemporary Occurrences in California","Ruiz de Burton, María Amparo",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Conflict of generations -- Fiction ; Ethnic relations -- Fiction ; Land tenure -- Fiction ; Mexicans -- California -- Fiction ; Love stories ; California -- Fiction ; PS ; Squatters -- Fiction ; Landowners -- Fiction ; Domestic fiction,Public domain in the USA.,1885,María Amparo Ruiz de Burton,female,"American, English",1832.0,1895.0,Wikipedia,True,1
8694,35540,The Great White Army,"Pemberton, Max",PR,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction ; PR",Public domain in the USA.,1910,Max Pemberton,male,English,1863.0,1950.0,"Wikipedia, OpenLibrary",True,8
8695,35545,Sanders of the river,"Wallace, Edgar",PR,Adventure; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"British -- Africa -- Fiction ; Africa, West -- Fiction ; PR",Public domain in the USA.,1900,Edgar Wallace,male,British,1875.0,1932.0,"Wikipedia, OpenLibrary",True,13
8696,35548,Doctor Cupid: A Novel,"Broughton, Rhoda",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,English fiction -- Welsh authors ; PR,Public domain in the USA.,1886,Rhoda Broughton,female,Welsh,1840.0,1920.0,Wikipedia,True,5
8697,35555,Kim,"Kipling, Rudyard",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Irish -- India -- Fiction ; Lamas -- Fiction ; India -- Fiction ; Boys -- Fiction ; Orphans -- Fiction ; Adventure stories ; Spy stories ; PR,Public domain in the USA.,1901,Rudyard Kipling,male,"English, British",1865.0,1936.0,Wikipedia,True,35
8698,35570,The Casting Away of Mrs. Lecks and Mrs. Aleshine,"Stockton, Frank R.",PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Adventure stories ; PS ; Shipwrecks -- Fiction,Public domain in the USA.,1979,Frank R. Stockton,male,American,1834.0,1902.0,"Wikipedia, Wikidata",True,18
8699,35573,Vermont: A Study of Independence,"Robinson, Rowland Evans",F001,Browsing: History - American; Browsing: History - General,Vermont -- History ; F001,Public domain in the USA.,1892,Rowland Evans Robinson,male,American,1833.0,1900.0,Wikipedia,True,1
8700,35574,Seeing France with Uncle John,"Warner, Anne",PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,France -- Fiction ; PS ; Travelers -- Fiction,Public domain in the USA.,1979,Anne Warner,female,United States,1869.0,1913.0,"OpenLibrary, Wikidata",True,5
8701,35576,In the Days of Queen Victoria,"Tappan, Eva March",PS,Browsing: History - British; Browsing: Literature; Browsing: Fiction,"Great Britain -- History -- Victoria, 1837-1901 -- Fiction ; PS",Public domain in the USA.,1926,Eva March Tappan,female,"American, German, English",1854.0,1930.0,"Wikipedia, OpenLibrary",True,1
8702,35587,The Headless Horseman: A Strange Tale of Texas,"Reid, Mayne",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Courtship -- Fiction ; Texas -- Fiction ; Ghost stories ; Single women -- Fiction ; Murder -- Fiction ; PR,Public domain in the USA.,1866,Mayne Reid,male,"British, Irish, American",1818.0,1883.0,Wikipedia,True,4
8703,35591,The Daughter Pays,"Reynolds, Baillie, Mrs.",PR,Browsing: Literature; Browsing: Fiction,Married people -- Fiction ; PR,Public domain in the USA.,1916,"Baillie, Reynolds",female,British,1896.0,1973.0,Wikipedia,True,4
8704,35599,"The Funny Philosophers, or Wags and Sweethearts.  A Novel","Yellott, George",PS,Browsing: Literature; Browsing: Fiction,Fiction ; PS,Public domain in the USA.,1872,George Yellott,male,United States,1819.0,1902.0,"OpenLibrary, Wikidata",True,1
8705,35607,The Spell,"Orcutt, William Dana",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Married people -- Fiction ; Honeymoons -- Fiction ; PS ; Man-woman relationships -- Fiction ; Americans -- Italy -- Fiction,Public domain in the USA.,1909,William Dana Orcutt,male,American,1870.0,1953.0,"Wikipedia, Wikidata",True,3
8706,35608,Masterman and Son,"Dawson, W. J. (William James)",PR,Browsing: Literature; Browsing: Parenthood & Family Relations; Browsing: Fiction,Fathers and sons -- Fiction ; PR,Public domain in the USA.,1909,William James Dawson,male,English,1854.0,1928.0,Wikipedia,True,1
8707,35610,"McClure's Magazine, Vol. 1, No. 3, August, 1893",Various,AP,McClure's Magazine; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature,Literature -- Periodicals ; AP ; American literature -- Periodicals,Public domain in the USA.,1979,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
8708,35611,The Great Return,"Machen, Arthur",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Grail -- Fiction ; Wales -- Fiction ; PR,Public domain in the USA.,1915,Arthur Machen,male,"Welsh, English",1863.0,1947.0,Wikipedia,True,7
8709,35612,"Three Philosophical Poets: Lucretius, Dante, and Goethe","Santayana, George",PN,Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Poetry,"Dante Alighieri, 1265-1321 ; Didactic poetry -- History and criticism ; PN ; Lucretius Carus, Titus ; Philosophy in literature ; Goethe, Johann Wolfgang von, 1749-1832",Public domain in the USA.,1910,George Santayana,male,American,1863.0,1952.0,Wikipedia,True,1
8710,35616,Home Fires in France,"Fisher, Dorothy Canfield",PS,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,"World War, 1914-1918 -- France -- Fiction ; PS",Public domain in the USA.,1918,Dorothy Canfield Fisher,female,American,1879.0,1958.0,Wikipedia,True,2
8711,35617,The Terror: A Mystery,"Machen, Arthur",PR,Browsing: Crime/Mystery; Browsing: History - British; Browsing: Fiction,"World War, 1914-1918 -- Great Britain -- Fiction ; London (England) -- Fiction ; Mystery fiction ; Animals -- Great Britain -- Fiction ; Murder -- Fiction ; PR",Public domain in the USA.,1917,Arthur Machen,male,"Welsh, English",1863.0,1947.0,Wikipedia,True,7
8712,35618,Fast as the Wind: A Novel,"Gould, Nat",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Horse racing -- Fiction ; Escaped prisoners -- Fiction ; Man-woman relationships -- Fiction ; PR ; Horses -- Fiction,Public domain in the USA.,1919,Nat Gould,male,British,1857.0,1919.0,Wikipedia,True,4
8713,35619,The Prophet of the Great Smoky Mountains,"Craddock, Charles Egbert",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Tennessee, East -- Fiction ; Dialect literature, American -- Tennessee ; Great Smoky Mountains (N.C. and Tenn.) -- Fiction ; Clergy -- Fiction ; PS ; Mountain life -- Fiction",Public domain in the USA.,1913,Charles Egbert Craddock,female,American,1850.0,1922.0,Wikipedia,True,28
8714,35620,"Osceola the Seminole; or, The Red Fawn of the Flower Land","Reid, Mayne",PR; PZ,Browsing: History - American; Browsing: Literature; Browsing: Fiction,"Indians of North America -- Fiction ; Seminole Indians -- Fiction ; PZ ; Osceola, Seminole chief, 1804-1838 -- Fiction ; Seminole War, 1st, 1817-1818 -- Fiction ; PR",Public domain in the USA.,1858,Mayne Reid,male,"British, Irish, American",1818.0,1883.0,Wikipedia,True,4
8715,35637,The Secret Glory,"Machen, Arthur",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Endowed public schools (Great Britain) -- Fiction ; Teenage boys -- Fiction ; Grail -- Fiction ; Sanctification -- Fiction ; Visions -- Fiction ; PR,Public domain in the USA.,1922,Arthur Machen,male,"Welsh, English",1863.0,1947.0,Wikipedia,True,7
8716,35640,"Three Plays by Granville-Barker
The Marrying of Ann Leete; The Voysey Inheritance; Waste","Granville-Barker, Harley",PR,Browsing: Literature; Browsing: Performing Arts/Film,English drama ; PR,Public domain in the USA.,1909,Harley Granville-Barker,male,"British, English",1877.0,1946.0,Wikipedia,True,2
8717,35642,"The Bible in Spain, Vol. 1 [of 2]
Or, the Journeys, Adventures, and Imprisonments of an Englishman in an Attempt to Circulate the Scriptures in the Peninsula","Borrow, George",DP; PR,Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography,"DP ; Spain -- Description and travel ; Borrow, George, 1803-1881 -- Travel -- Spain ; Spain -- History -- 19th century ; PR",Public domain in the USA.,1843,George Borrow,male,English,1803.0,1881.0,Wikipedia,True,4
8718,35644,The Taming of the Jungle,"Doyle, C. W. (Charles William)",PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Kumaun (India) -- Fiction ; PS,Public domain in the USA.,1915,Charles William Doyle,male,"Kingdom of Great Britain, United Kingdom of Great Britain and Ireland, Kingdom of Ireland",1770.0,1842.0,Wikidata,True,1
8719,35647,The Canadian Portrait Gallery - Volume 3 (of 4),"Dent, John Charles",F1001,Browsing: Biographies; Browsing: History - American,F1001 ; Canada -- Biography,Public domain in the USA.,1842,John Charles Dent,male,"Canadian, American",1841.0,1888.0,"Wikipedia, OpenLibrary",True,1
8720,35652,"Rick Dale, A Story of the Northwest Coast","Munroe, Kirk",PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction,Smugglers -- Juvenile fiction ; Indians of North America -- Juvenile fiction ; Voyages and travels -- Juvenile fiction ; Mountaineering -- Juvenile fiction ; Loggers -- Juvenile fiction ; Youth -- Conduct of life -- Juvenile fiction ; PZ ; Outdoor life -- Juvenile fiction ; Poor -- Juvenile fiction ; Sailors -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Public domain in the USA.,1896,Kirk Munroe,male,American,1850.0,1930.0,"Wikipedia, OpenLibrary, Wikidata",True,1
8721,35661,Mysterious Mr. Sabin,"Oppenheim, E. Phillips (Edward Phillips)",PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,Fiction ; Detective and mystery stories ; PR,Public domain in the USA.,1926,Edward Phillips Oppenheim,male,English,1866.0,1946.0,Wikipedia,True,45
8722,35667,Sour Grapes: A Book of Poems,"Williams, William Carlos",PS,Browsing: Literature; Browsing: Poetry,PS ; American poetry,Public domain in the USA.,1921,William Carlos Williams,male,American,1883.0,1963.0,Wikipedia,True,1
8723,35670,No Quarter!,"Reid, Mayne",PR,Browsing: History - British; Browsing: Literature; Browsing: Fiction,"Great Britain -- History -- Charles I, 1625-1649 -- Fiction ; PR",Public domain in the USA.,1850,Mayne Reid,male,"British, Irish, American",1818.0,1883.0,Wikipedia,True,4
8724,35671,The Messenger,"Robins, Elizabeth",PS,Browsing: Crime/Mystery; Browsing: History - Warfare; Browsing: Fiction,"PS ; Spy stories ; World War, 1914-1918 -- Fiction",Public domain in the USA.,1872,Elizabeth Robins,female,American,1862.0,1952.0,Wikipedia,True,8
8725,35675,Peeps at People,"Holliday, Robert Cortes",PS,Browsing: Literature,PS ; Essays,Public domain in the USA.,1897,Robert Cortes Holliday,male,American,1880.0,1947.0,"Wikipedia, Wikidata",True,2
8726,35684,At Large,"Hornung, E. W. (Ernest William)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Love stories ; Australians -- England -- Fiction ; PR,Public domain in the USA.,1903,Ernest William Hornung,male,"British, English, Australian",1866.0,1921.0,Wikipedia,True,25
8727,35686,"Mississippi Outlaws and the Detectives
Don Pedro and the Detectives; Poisoner and the Detectives","Pinkerton, Allan",HV; PS,Browsing: Crime/Mystery; Browsing: Fiction,Detective and mystery stories ; Detectives ; PS ; HV,Public domain in the USA.,1882,Allan Pinkerton,male,"United States, United Kingdom of Great Britain and Ireland",1819.0,1884.0,"OpenLibrary, Wikidata",True,1
8728,35691,The Late Tenant,"Tracy, Louis",PR,Browsing: Fiction,Fiction ; PR,Public domain in the USA.,1789,Louis Tracy,male,British,1863.0,1928.0,"Wikipedia, OpenLibrary",True,19
8729,35702,The White Gauntlet,"Reid, Mayne",PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,Knights and knighthood -- Juvenile fiction ; PZ,Public domain in the USA.,1870,Mayne Reid,male,"British, Irish, American",1818.0,1883.0,Wikipedia,True,4
8730,35705,The Spanish Cavalier: A Story of Seville,A. L. O. E.,PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Seville (Spain) -- Fiction ; PR,Public domain in the USA.,1875,A. L. O. E.,female,,1821.0,1893.0,OpenLibrary,True,2
8731,35706,"All the Days of My Life: An Autobiography
The Red Leaves of a Human Heart","Barr, Amelia E.",PS,Browsing: Biographies; Browsing: Literature,"Novelists, American -- 19th century -- Biography ; PS ; Barr, Amelia E., 1831-1919",Public domain in the USA.,1913,Amelia E. Barr,female,English,1831.0,1919.0,Wikipedia,True,20
8732,35712,Wake-Robin,"Burroughs, John",QL,Browsing: Nature/Gardening/Animals; Browsing: Science - General,Birds -- United States ; QL ; Natural history -- Outdoor books,Public domain in the USA.,1789,John Burroughs,male,American,1837.0,1921.0,"OpenLibrary, Wikidata",True,3
8733,35717,Luttrell Of Arran,"Lever, Charles James",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Ireland -- Social life and customs -- Fiction ; PR,Public domain in the USA.,1865,Charles James Lever,male,Irish,1806.0,1872.0,Wikipedia,True,2
8734,35725,"The Wound Dresser
A Series of Letters Written from the Hospitals in Washington during the War of the Rebellion","Whitman, Walt",E456; PS,US Civil War; Browsing: Biographies; Browsing: History - American; Browsing: History - Warfare,"E456 ; United States -- History -- Civil War, 1861-1865 -- Hospitals ; Mothers -- Correspondence ; PS ; Whitman, Walt, 1819-1892 -- Correspondence ; Poets, American -- 19th century -- Correspondence ; Whitman, Louisa Van Velsor, 1795-1873",Public domain in the USA.,1855,Walt Whitman,male,American,1819.0,1892.0,Wikipedia,True,2
8735,35726,The United States and the War,"Murray, Gilbert",D501,Browsing: History - American; Browsing: History - General; Browsing: History - Warfare,"Neutrality -- United States ; World War, 1914-1918 -- Causes ; United States -- Defenses ; D501 ; World War, 1914-1918 -- United States",Public domain in the USA.,1916,Gilbert Murray,male,"Australian, British",1866.0,1957.0,Wikipedia,True,2
8736,35727,Her Infinite Variety,"Whitlock, Brand",PS,Browsing: Culture/Civilization/Society; Browsing: Politics; Browsing: Fiction,Suffragists -- Fiction ; Political fiction ; Married people -- Fiction ; PS ; Illinois -- Fiction,Public domain in the USA.,1904,Brand Whitlock,male,American,1869.0,1934.0,"Wikipedia, OpenLibrary, Wikidata",True,5
8737,35755,"The Knight Of Gwynne, Vol. 1 (of 2)","Lever, Charles James",PR,Browsing: History - British; Browsing: Literature; Browsing: Fiction,"Ireland -- History -- Union, 1801 -- Fiction ; PR",Public domain in the USA.,1847,Charles James Lever,male,Irish,1806.0,1872.0,Wikipedia,True,2
8738,35765,Lily Pearl and The Mistress of Rosedale,"Glenwood, Ida",PS,Browsing: Literature; Browsing: Fiction,Fiction ; PS,Public domain in the USA.,1892,Ida Glenwood,female,American,1826.0,1894.0,Wikipedia,True,1
8739,35776,The Way of the Strong,"Cullum, Ridgwell",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Canada -- Fiction ; PR,Public domain in the USA.,1914,Ridgwell Cullum,male,British,1867.0,1943.0,"Wikipedia, OpenLibrary, Wikidata",True,12
8740,35777,Governor Winthrop's Return to Boston: An Interview with a Great Character,"Warren, George Washington",PS,Browsing: Literature; Browsing: Poetry,"Winthrop, John, 1588-1649 -- Poetry ; PS",Public domain in the USA.,1883,George Washington Warren,male,United States,1813.0,1883.0,"OpenLibrary, Wikidata",True,1
8741,35781,The Deemster,"Caine, Hall, Sir",PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Isle of Man -- Fiction ; PR,Public domain in the USA.,1887,"Hall, Caine",male,British,1853.0,1931.0,Wikipedia,True,15
